Title,Date
"B: The Beginning: Season 1: Episode 11","04/04/2018"
"B: The Beginning: Season 1: Episode 10","04/04/2018"
"B: The Beginning: Season 1: Episode 9","04/04/2018"
"B: The Beginning: Season 1: Episode 8","04/04/2018"
"B: The Beginning: Season 1: Episode 7","03/04/2018"
"B: The Beginning: Season 1: Episode 6","03/04/2018"
"B: The Beginning: Season 1: Episode 5","03/04/2018"
"B: The Beginning: Season 1: Episode 4","03/04/2018"
"Spring Breakers","01/04/2018"
" : Episode 1","01/04/2018"
"Neo Yokio: Season 1: I'm Starting to Think Neo Yokio's Not the Greatest City in the World","30/03/2018"
"Neo Yokio: Season 1: The Russians? Exactly, the Soviets.","30/03/2018"
"Neo Yokio: Season 1: Hamptons Water Magic","30/03/2018"
"Austin Powers in Goldmember","29/03/2018"
"B: The Beginning: Season 1: Episode 3","29/03/2018"
"B: The Beginning: Season 1: Episode 2","29/03/2018"
"Riverdale: Season 2: Chapter Thirty: The Noose Tightens","29/03/2018"
"Riverdale: Season 1: Chapter One: The River's Edge","29/03/2018"
"Annihilation","28/03/2018"
"The Belko Experiment","27/03/2018"
"Pac-Man and the Ghostly Adventures: Season 1: The Adventure Begins: Part 2","26/03/2018"
"Pac-Man and the Ghostly Adventures: Season 1: The Adventure Begins: Part 1","26/03/2018"
" ","26/03/2018"
"Horrible Histories: Season 1: Episode 1","25/03/2018"
"Spy Kids 2: The Island of Lost Dreams","25/03/2018"
"Riverdale: Season 2: Chapter Twenty-Nine: Primary Colors","24/03/2018"
"Neo Yokio: Season 1: O, the Helenists...","24/03/2018"
"Neo Yokio: Season 1: A Pop Star of Infinite Elegance","23/03/2018"
"Neo Yokio: Season 1: The Sea Beneath 14th St.","18/03/2018"
"The Adventures of Sharkboy and Lavagirl","18/03/2018"
"The Fresh Prince of Bel-Air: Season 1: Talking Turkey","17/03/2018"
"Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood","16/03/2018"
"Pretty Little Liars: Season 2: Save the Date","10/03/2018"
"Riverdale: Season 2: Chapter Twenty-Seven: The Hills Have Eyes","10/03/2018"
"Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart","09/03/2018"
"B: The Beginning: Season 1: Episode 1","04/03/2018"
"Kakegurui: Episode 12","04/03/2018"
"Kakegurui: Episode 11","04/03/2018"
"Kakegurui: Episode 10","03/03/2018"
"Kakegurui: Episode 9","03/03/2018"
"Kakegurui: Episode 8","03/03/2018"
"Kakegurui: Episode 7","03/03/2018"
"Kakegurui: Episode 6","03/03/2018"
"The Crown: Season 2: Paterfamilias","28/02/2018"
"Kakegurui: Episode 5","28/02/2018"
"The Crown: Season 2: Dear Mrs. Kennedy","28/02/2018"
"Kakegurui: Episode 4","28/02/2018"
"Kakegurui: Episode 3","28/02/2018"
"Kakegurui: Episode 2","28/02/2018"
"Kakegurui: Episode 1","28/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Ken","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Deluge of Flowers","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Last Rain","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: City in Waiting","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Old Nines","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Permeation","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Thousand Paths","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Rift","24/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Deeper Layers","23/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Hangman","23/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: Dancing Flowers","21/02/2018"
"Tokyo Ghoul: Tokyo Ghoul √A: New Surge","19/02/2018"
"Seraph of the End: Season 2: Seraph of the End","18/02/2018"
"Seraph of the End: Season 2: Arrogant Love","18/02/2018"
"Seraph of the End: Season 2: Yu and Mika","18/02/2018"
"Seraph of the End: Season 2: Traitorous Allies","18/02/2018"
"Seraph of the End: Season 2: Demon's Lullaby","18/02/2018"
"Seraph of the End: Season 2: Shinya and Guren","18/02/2018"
"Seraph of the End: Season 2: Sword of Justice","18/02/2018"
"Seraph of the End: Season 2: Livestock Revolt","18/02/2018"
"Seraph of the End: Season 2: The Moon Demon's Orders","18/02/2018"
"Seraph of the End: Season 2: Ambition in the Demon Army","18/02/2018"
"Seraph of the End: Season 2: Complicated Connections","18/02/2018"
"Altered Carbon: Season 1: The Killers","18/02/2018"
"Altered Carbon: Season 1: Rage in Heaven","18/02/2018"
"Altered Carbon: Season 1: Clash by Night","18/02/2018"
"Altered Carbon: Season 1: Nora Inu","17/02/2018"
"Seraph of the End: Season 2: Human World","17/02/2018"
"Seraph of the End: Season 1: Everyone's a Sinner","17/02/2018"
"Seraph of the End: Season 1: Reunion of Childhood Friends","16/02/2018"
"Seraph of the End: Season 1: Results of the Choice","16/02/2018"
"Seraph of the End: Season 1: Vampire Attack","16/02/2018"
"Seraph of the End: Season 1: First Extermination","16/02/2018"
"Seraph of the End: Season 1: Mitsuba's Squad","15/02/2018"
"Seraph of the End: Season 1: New Family","14/02/2018"
"Seraph of the End: Season 1: Black Demon's Contract","14/02/2018"
"Seraph of the End: Season 1: Vampire Mikaela","14/02/2018"
"Seraph of the End: Season 1: The Demon in Your Heart","14/02/2018"
"Seraph of the End: Season 1: Humanity After the Fall","14/02/2018"
"Mars: Season 1: Darkest Days","14/02/2018"
"Mars: Season 1: Power","13/02/2018"
"Seraph of the End: Season 1: The World of Blood Legacy","13/02/2018"
"Mars: Season 1: Pressure Drop","11/02/2018"
"The Seven Deadly Sins: Signs of Holy War: The Shape of Love","11/02/2018"
"The Seven Deadly Sins: Signs of Holy War: In Pursuit of First Love","11/02/2018"
"Mars: Season 1: Grounded","11/02/2018"
"Mars: Season 1: Novo Mundo","11/02/2018"
"The Cloverfield Paradox","09/02/2018"
"The Seven Deadly Sins: Signs of Holy War: Our Fighting Festival","05/02/2018"
"The Seven Deadly Sins: Signs of Holy War: The Dark Dream Begins","05/02/2018"
"The Seven Deadly Sins: The Heroes","04/02/2018"
"The Seven Deadly Sins: Despair Descends","04/02/2018"
"The Seven Deadly Sins: What I Can Do For You","04/02/2018"
"The Seven Deadly Sins: The Looming Threat","04/02/2018"
"The Seven Deadly Sins: The Courage Charm","04/02/2018"
"The Seven Deadly Sins: The Fairy King Waits In Vain","04/02/2018"
"The Seven Deadly Sins: Even If It Costs Me My Life","04/02/2018"
"The Seven Deadly Sins: The First Sacrifice","04/02/2018"
"The Seven Deadly Sins: The Legends, Provoked","04/02/2018"
"The Seven Deadly Sins: Unholy Knight","04/02/2018"
"The Seven Deadly Sins: A Reader of Books","04/02/2018"
"Riverdale: Season 2: Chapter Twenty-Five: The Wicked and the Divine","01/02/2018"
"The Seven Deadly Sins: The Angel of Destruction","31/01/2018"
"The Seven Deadly Sins: Bloodcurdling Canon","31/01/2018"
"The Seven Deadly Sins: Pent-up Feelings","31/01/2018"
"The Seven Deadly Sins: The Vaizel Fighting Festival","30/01/2018"
"The Seven Deadly Sins: Dark Pulse","29/01/2018"
"The Seven Deadly Sins: The Fearsome Pursuer","29/01/2018"
"The Seven Deadly Sins: A Touching Reunion","29/01/2018"
"The Seven Deadly Sins: The Poem of Beginnings","29/01/2018"
"The Seven Deadly Sins: Even if You Should Die","28/01/2018"
"The Seven Deadly Sins: A Little Girl's Dream","28/01/2018"
"Pretty Little Liars: Season 2: Surface Tension","27/01/2018"
"Pretty Little Liars: Season 2: Never Letting Go","27/01/2018"
"The Seven Deadly Sins: The Sin in the Sleeping Forest","27/01/2018"
"The Seven Deadly Sins: The Sword of the Holy Knight","27/01/2018"
"The Seven Deadly Sins: The Seven Deadly Sins","27/01/2018"
"Tokyo Ghoul: Ghoul","26/01/2018"
"Tokyo Ghoul: High Spirits","26/01/2018"
"Tokyo Ghoul: Aogiri","26/01/2018"
"Tokyo Ghoul: Birdcage","26/01/2018"
"Tokyo Ghoul: Circular","24/01/2018"
"Tokyo Ghoul: Captivity","24/01/2018"
"Tokyo Ghoul: Cloudburst","24/01/2018"
"Tokyo Ghoul: Scars","24/01/2018"
"Tokyo Ghoul: Supper","23/01/2018"
"Tokyo Ghoul: Dove","23/01/2018"
"Pretty Little Liars: Season 2: The Devil You Know","23/01/2018"
"Pretty Little Liars: Season 2: Blind Dates","23/01/2018"
"Tokyo Ghoul: Incubation","22/01/2018"
"Pretty Little Liars: Season 2: My Name Is Trouble","22/01/2018"
"GODZILLA Planet of the Monsters: Part 1: Planet of the Monsters","21/01/2018"
"Wormwood: Chapters 1-6: Chapter 1: Suicide Revealed","20/01/2018"
"Erased: Season 1: Episode 1","20/01/2018"
"Tokyo Ghoul: Tragedy","20/01/2018"
"Knights of Sidonia: Season 1: Commencement","20/01/2018"
" : Episode 4","19/01/2018"
" : Episode 3","19/01/2018"
" : Episode 2","19/01/2018"
" : Episode 1","19/01/2018"
"Pretty Little Liars: Season 2: The Good-bye Look","19/01/2018"
"Riverdale: Season 2: Chapter Twenty-Three: The Blackboard Jungle","18/01/2018"
"Pretty Little Liars: Season 2: It's Alive","17/01/2018"
"Pretty Little Liars: Season 1: For Whom the Bell Tolls","17/01/2018"
"Pretty Little Liars: Season 1: Monsters in the End","16/01/2018"
"Pretty Little Liars: Season 1: Someone to Watch Over Me","16/01/2018"
"Pretty Little Liars: Season 1: A Person of Interest","16/01/2018"
"Pretty Little Liars: Season 1: The Badass Seed","16/01/2018"
"Pretty Little Liars: Season 1: The New Normal","16/01/2018"
"Pretty Little Liars: Season 1: Je Suis Une Amie","15/01/2018"
"Pretty Little Liars: Season 1: If at First You Don't Succeed, Lie, Lie Again","15/01/2018"
"Pretty Little Liars: Season 1: Careful What U Wish 4","15/01/2018"
"Pretty Little Liars: Season 1: Know Your Frenemies","14/01/2018"
"Pretty Little Liars: Season 1: Salt Meets Wound","14/01/2018"
"Pretty Little Liars: Season 1: Moments Later","13/01/2018"
"Pretty Little Liars: Season 1: Keep Your Friends Close","13/01/2018"
"Pretty Little Liars: Season 1: The Perfect Storm","13/01/2018"
"Pretty Little Liars: Season 1: Please, Do Talk About Me When I'm Gone","13/01/2018"
"Pretty Little Liars: Season 1: The Homecoming Hangover","13/01/2018"
"Pretty Little Liars: Season 1: There's No Place Like Homecoming","13/01/2018"
"Pretty Little Liars: Season 1: Reality Bites Me","13/01/2018"
"Pretty Little Liars: Season 1: Can You Hear Me Now?","12/01/2018"
"BLAME!","07/01/2018"
"Black Mirror: Season 4: Metalhead","06/01/2018"
"Black Mirror: Season 4: Crocodile","06/01/2018"
"Black Mirror: Season 2: The Waldo Moment","02/01/2018"
"Black Mirror: Season 2: White Bear","01/01/2018"
"Manhunt: Unabomber: USA vs. Theodore J. Kaczynski","01/01/2018"
"Manhunt: Unabomber: Lincoln","01/01/2018"
"Manhunt: Unabomber: Ted","01/01/2018"
"Automata","01/01/2018"
"A Korean Odyssey: Season 1: Episode 1","01/01/2018"
"Black Mirror: Season 4: Black Museum","29/12/2017"
"Black Mirror: Season 4: Arkangel","29/12/2017"
"Scouts Guide to the Zombie Apocalypse","29/12/2017"
"The Killing: Season 1: Pilot","28/12/2017"
"Slasher: The Executioner: Soon Your Own Eyes Will See","26/12/2017"
"Slasher: The Executioner: In the Pride of His Face","26/12/2017"
"Manhunt: Unabomber: Abri","25/12/2017"
"Manhunt: Unabomber: Publish or Perish","25/12/2017"
"Manhunt: Unabomber: Fruit of the Poisonous Tree","24/12/2017"
"Manhunt: Unabomber: Pure Wudder","24/12/2017"
"Manhunt: Unabomber: UNABOM","24/12/2017"
"Slasher: The Executioner: The One Who Sows His Own Flesh","23/12/2017"
"Slasher: The Executioner: Ill-Gotten Gains","23/12/2017"
"Slasher: The Executioner: As Water Is Corrupted Unless It Moves","21/12/2017"
"Slasher: The Executioner: Like as Fire Eateth Up and Burneth Wood","21/12/2017"
"MINDHUNTER: Season 1: Episode 10","19/12/2017"
"MINDHUNTER: Season 1: Episode 9","19/12/2017"
"MINDHUNTER: Season 1: Episode 8","17/12/2017"
"Slasher: The Executioner: Digging Your Grave with Your Teeth","15/12/2017"
"Slasher: The Executioner: An Eye for an Eye","15/12/2017"
"Glitch: Season 1: The Risen","15/12/2017"
"Dark: Season 1: Secrets","15/12/2017"
"Riverdale: Season 2: Chapter Twenty-Two: Silent Night, Deadly Night","14/12/2017"
"MINDHUNTER: Season 1: Episode 7","13/12/2017"
"MINDHUNTER: Season 1: Episode 6","13/12/2017"
"Focus","11/12/2017"
"Bright: The Music Videos: Special: Danger","11/12/2017"
"Ted 2","10/12/2017"
"MINDHUNTER: Season 1: Episode 5","09/12/2017"
"MINDHUNTER: Season 1: Episode 4","09/12/2017"
"MINDHUNTER: Season 1: Episode 3","09/12/2017"
"MINDHUNTER: Season 1: Episode 2","09/12/2017"
"MINDHUNTER: Season 1: Episode 1","09/12/2017"
"Pretty Little Liars: Season 1: Pilot","08/12/2017"
"Scream: Season 2: Finale: Halloween / Halloween II","08/12/2017"
"Scream: Season 2: When a Stranger Calls","08/12/2017"
"Scream: Season 2: Heavenly Creatures","08/12/2017"
"Scream: Season 2: The Vanishing","08/12/2017"
"Salvation: Season 1: The Plot Against America","08/12/2017"
"Salvation: Season 1: The Wormwood Prophecy","08/12/2017"
"Salvation: Season 1: All In","08/12/2017"
"Salvation: Season 1: Coup De Grace","08/12/2017"
"Salvation: Season 1: Patriot Games","07/12/2017"
"Salvation: Season 1: From Russia, With Love","07/12/2017"
"Designated Survivor: Season 2: Three Letter Day","07/12/2017"
"Riverdale: Season 2: Chapter Twenty-One: House of the Devil","07/12/2017"
"Designated Survivor: Season 2: Home","05/12/2017"
"Salvation: Season 1: Seeing Red","04/12/2017"
"Scream: Season 2: The Orphanage","02/12/2017"
"Scream: Season 2: Village of the Damned","01/12/2017"
"Scream: Season 2: Let The Right One In","01/12/2017"
"Scream: Season 2: Jeepers Creepers","01/12/2017"
"Riverdale: Season 2: Chapter Twenty: Tales from the Darkside","30/11/2017"
"Stranger Things: Stranger Things 2: Chapter Nine: The Gate","29/11/2017"
"Stranger Things: Stranger Things 2: Chapter Eight: The Mind Flayer","29/11/2017"
"Salvation: Season 1: Chip Off The 'Ol Block","26/11/2017"
"Travelers: Season 1: Protocol 6","26/11/2017"
"Travelers: Season 1: Pilot","26/11/2017"
"Skylanders Academy: Season 1: Skylanders Unite!","26/11/2017"
"Scream: Season 2: Dawn of the Dead","25/11/2017"
"Scream: Season 2: Happy Birthday to Me","25/11/2017"
"Scream: Season 2: Vacancy","25/11/2017"
"Scream: Season 2: Psycho","24/11/2017"
"Scream: Season 2: I Know What You Did Last Summer","24/11/2017"
"Stranger Things: Stranger Things 2: Chapter Seven: The Lost Sister","23/11/2017"
"Stranger Things: Stranger Things 2: Chapter Six: The Spy","23/11/2017"
"Stranger Things: Stranger Things 2: Chapter Five: Dig Dug","23/11/2017"
"Stranger Things: Stranger Things 2: Chapter Four: Will the Wise","22/11/2017"
"Salvation: Season 1: Keeping The Faith","21/11/2017"
"Stranger Things: Stranger Things 2: Chapter Three: The Pollywog","21/11/2017"
"Stranger Things: Stranger Things 2: Chapter Two: Trick or Treat, Freak","21/11/2017"
"Salvation: Season 1: The Human Strain","20/11/2017"
"Salvation: Season 1: Truth Or Darius","20/11/2017"
"Salvation: Season 1: Another Trip Around The Sun","20/11/2017"
"Stranger Things: Stranger Things 2: Chapter One: MADMAX","20/11/2017"
"Salvation: Season 1: Pilot","19/11/2017"
"Designated Survivor: Season 2: Family Ties","18/11/2017"
"Riverdale: Season 2: Chapter Nineteen: Death Proof","17/11/2017"
"Stranger Things: Chapter Eight: The Upside Down","17/11/2017"
"Sword Art Online: Bonds","14/11/2017"
"Sword Art Online: The Grand Quest","14/11/2017"
"Sword Art Online: The Truth About Alfheim","14/11/2017"
"Sword Art Online: General of the Blazing Flame","14/11/2017"
"Sword Art Online: The Legrue Corridor","13/11/2017"
"Sword Art Online: To the World Tree","13/11/2017"
"Sword Art Online: Captive Queen","12/11/2017"
"Sword Art Online: Land of the Fairies","12/11/2017"
"Sword Art Online: Return","11/11/2017"
"Sword Art Online: The End of the World","11/11/2017"
"Sword Art Online: Edge of Hell's Abyss","11/11/2017"
"Sword Art Online: Yui's Heart","11/11/2017"
"Sword Art Online: The Girl of Morning Dew","11/11/2017"
"Sword Art Online: Crimson Killing Intent","11/11/2017"
"Sword Art Online: The Blue-Eyed Demon","11/11/2017"
"Sword Art Online: The Sword Dance of Black and White","10/11/2017"
"Scream: Season 1: Revelations","10/11/2017"
"Scream: Season 1: The Dance","10/11/2017"
"Scream: Season 1: Ghosts","10/11/2017"
"Stranger Things: Chapter Seven: The Bathtub","10/11/2017"
"Stranger Things: Chapter Six: The Monster","10/11/2017"
"Sword Art Online: The Temperature of the Heart","09/11/2017"
"Riverdale: Season 2: Chapter Eighteen: When a Stranger Calls","09/11/2017"
"Sword Art Online: Illusionary Avenger","09/11/2017"
"Sword Art Online: Murder in the Safe Zone","09/11/2017"
"Sword Art Online: The Black Swordsman","09/11/2017"
"Sword Art Online: The Red-Nosed Reindeer","09/11/2017"
"Sword Art Online: Beater","09/11/2017"
"Sword Art Online: The World of Swords","09/11/2017"
"Stranger Things: Chapter Five: The Flea and the Acrobat","08/11/2017"
"Stranger Things: Chapter Four: The Body","08/11/2017"
"Stranger Things: Chapter Three: Holly, Jolly","06/11/2017"
"Dexter: Season 6: Smokey and the Bandit","05/11/2017"
"Scream: Season 1: In the Trenches","04/11/2017"
"Scream: Season 1: Betrayed","04/11/2017"
"Riverdale: Season 2: Chapter Seventeen: The Town That Dreaded Sundown","03/11/2017"
"Riverdale: Season 2: Chapter Sixteen: The Watcher in the Woods","03/11/2017"
"Designated Survivor: Season 2: Two Ships","03/11/2017"
"Designated Survivor: Season 2: Suckers","01/11/2017"
"Stranger Things: Chapter Two: The Weirdo on Maple Street","31/10/2017"
"Stranger Things: Chapter One: The Vanishing of Will Byers","31/10/2017"
"Designated Survivor: Season 2: Equilibrium","30/10/2017"
"Designated Survivor: Season 2: Outbreak","30/10/2017"
"Designated Survivor: Season 2: Sting of the Tail","30/10/2017"
"Designated Survivor: Season 2: One Year In","30/10/2017"
"Designated Survivor: Season 1: Brace for Impact","30/10/2017"
"Designated Survivor: Season 1: Bombshell","29/10/2017"
"Designated Survivor: Season 1: Misalliance","29/10/2017"
"Designated Survivor: Season 1: Lazarus","29/10/2017"
"Designated Survivor: Season 1: The Ninth Seat","29/10/2017"
"Designated Survivor: Season 1: Party Lines","29/10/2017"
"Designated Survivor: Season 1: One Hundred Days","29/10/2017"
"Designated Survivor: Season 1: Commander-in-Chief","28/10/2017"
"Designated Survivor: Season 1: Backfire","28/10/2017"
"Designated Survivor: Season 1: The End of the Beginning","27/10/2017"
"Scream: Season 1: Exposed","27/10/2017"
"Scream: Season 1: Aftermath","27/10/2017"
"Designated Survivor: Season 1: Warriors","27/10/2017"
"Designated Survivor: Season 1: The Oath","27/10/2017"
"Designated Survivor: Season 1: The Blueprint","27/10/2017"
"Designated Survivor: Season 1: The Results","25/10/2017"
"Designated Survivor: Season 1: The Traitor","25/10/2017"
"Designated Survivor: Season 1: The Interrogation","24/10/2017"
"Designated Survivor: Season 1: The Mission","24/10/2017"
"Designated Survivor: Season 1: The Enemy","24/10/2017"
"Designated Survivor: Season 1: The Confession","24/10/2017"
"Designated Survivor: Season 1: The First Day","24/10/2017"
"Designated Survivor: Season 1: Pilot","24/10/2017"
"Dexter: Season 6: Once Upon a Time...","23/10/2017"
"Scorpion: Season 3: It Isn’t the Fall That Kills You","22/10/2017"
"Scorpion: Season 3: More Civil War","22/10/2017"
"Scorpion: Season 3: Civil War","22/10/2017"
"Dexter: Season 6: Those Kinds of Things","22/10/2017"
"Dexter: Season 5: The Big One","22/10/2017"
"Dexter: Season 5: Hop a Freighter","22/10/2017"
"Dexter: Season 5: In the Beginning","22/10/2017"
"Dexter: Season 5: Teenage Wasteland","21/10/2017"
"Dexter: Season 5: Take It!","21/10/2017"
"Dexter: Season 5: Circle Us","20/10/2017"
"Dexter: Season 5: Everything is Illumenated","20/10/2017"
"Riverdale: Season 2: Chapter Fifteen: Nighthawks","19/10/2017"
"Dexter: Season 5: First Blood","18/10/2017"
"Dexter: Season 5: Beauty and the Beast","18/10/2017"
"Dexter: Season 5: Practically Perfect","17/10/2017"
"Dexter: Season 5: Hello, Bandit","13/10/2017"
"Dexter: Season 5: My Bad","13/10/2017"
"Dexter: Season 4: The Getaway","13/10/2017"
"Dexter: Season 4: Hello, Dexter Morgan","13/10/2017"
"Dexter: Season 4: Lost Boys","13/10/2017"
"Dexter: Season 4: Hungry Man","13/10/2017"
"Riverdale: Season 2: Chapter Fourteen: A Kiss Before Dying","12/10/2017"
"Dexter: Season 4: Road Kill","11/10/2017"
"Dexter: Season 4: Slack Tide","11/10/2017"
"Dexter: Season 4: If I Had a Hammer","11/10/2017"
"Dexter: Season 4: Dirty Harry","11/10/2017"
"Dexter: Season 4: Dex Takes a Holiday","09/10/2017"
"Dexter: Season 4: Blinded by the Light","09/10/2017"
"Dexter: Season 4: Remains to be Seen","08/10/2017"
"Dexter: Season 4: Living the Dream","08/10/2017"
"Dexter: Season 3: Do You Take Dexter Morgan?","06/10/2017"
"Dexter: Season 3: I Had a Dream","06/10/2017"
"Dexter: Season 3: Go Your Own Way","05/10/2017"
"Dexter: Season 3: About Last Night","05/10/2017"
"Dexter: Season 3: The Damage a Man Can Do","05/10/2017"
"Dexter: Season 3: Easy as Pie","05/10/2017"
"Dexter: Season 3: Si Se Puede","04/10/2017"
"Dexter: Season 3: Turning Biminese","04/10/2017"
"Dexter: Season 3: All in the Family","03/10/2017"
"Dexter: Season 3: The Lion Sleeps Tonight","03/10/2017"
"Dexter: Season 3: Finding Freebo","03/10/2017"
"Dexter: Season 3: Our Father","02/10/2017"
"Dexter: Season 2: The British Invasion","02/10/2017"
"Dexter: Season 2: Left Turn Ahead","29/09/2017"
"Dexter: Season 2: There's Something About Harry","26/09/2017"
"Dexter: Season 2: Resistance Is Futile","26/09/2017"
"Dexter: Season 2: Morning Comes","26/09/2017"
"Dexter: Season 2: That Night, a Forest Grew","26/09/2017"
"Dexter: Season 2: Dex, Lies and Videotape","25/09/2017"
"Dexter: Season 2: The Dark Defender","24/09/2017"
"Dexter: Season 2: See-Through","24/09/2017"
"Hannibal: Season 1: Apéritif","24/09/2017"
"Dexter: Season 2: An Inconvenient Lie","24/09/2017"
"Dexter: Season 2: Waiting to Exhale","22/09/2017"
"Dexter: Season 2: It's Alive","22/09/2017"
"Dexter: Season 1: Born Free","22/09/2017"
"Dexter: Season 1: Truth Be Told","22/09/2017"
"Dexter: Season 1: Seeing Red","22/09/2017"
"Dexter: Season 1: Father Knows Best","21/09/2017"
"Dexter: Season 1: Shrink Wrap","21/09/2017"
"Dexter: Season 1: Circle of Friends","21/09/2017"
"Dexter: Season 1: Return to Sender","20/09/2017"
"Dexter: Season 1: Love American Style","20/09/2017"
"Dexter: Season 1: Let's Give the Boy a Hand","17/09/2017"
"Dexter: Season 1: Popping Cherry","17/09/2017"
"Dexter: Season 1: Crocodile","16/09/2017"
"Dexter: Season 1: Dexter","15/09/2017"
"Suits: Season 4: Two in the Knees","29/08/2017"
"Suits: Season 4: Breakfast, Lunch and Dinner","29/08/2017"
"Suits: Season 4: One-Two-Three Go...","29/08/2017"
"Suits: Season 3: No Way Out","29/08/2017"
"Suits: Season 3: Know When to Fold 'Em","28/08/2017"
"Suits: Season 3: Heartburn","28/08/2017"
"Suits: Season 3: Moot Point","28/08/2017"
"Suits: Season 3: Yesterday’s Gone","28/08/2017"
"Suits: Season 3: Buried Secrets","27/08/2017"
"Suits: Season 3: Stay","27/08/2017"
"Suits: Season 3: Bad Faith","27/08/2017"
"Suits: Season 3: Endgame","27/08/2017"
"Suits: Season 3: She's Mine","27/08/2017"
"Suits: Season 3: The Other Time","27/08/2017"
"Suits: Season 3: Shadow of a Doubt","27/08/2017"
"Suits: Season 3: Conflict of Interest","27/08/2017"
"Suits: Season 3: Unfinished Business","27/08/2017"
"What Happened to Monday","27/08/2017"
"Legally Blondes","26/08/2017"
"Teen Wolf: Season 1: Wolf Moon","26/08/2017"
"Shadowhunters: The Mortal Instruments: Season 1: The Descent Into Hell Isn't Easy","26/08/2017"
"Shadowhunters: The Mortal Instruments: Season 1: The Mortal Cup","26/08/2017"
"Suits: Season 3: I Want You to Want Me","25/08/2017"
"Suits: Season 3: The Arrangement","25/08/2017"
"Suits: Season 2: War","25/08/2017"
"Suits: Season 2: Normandy","25/08/2017"
"Suits: Season 2: He's Back","25/08/2017"
"Suits: Season 2: Zane Vs. Zane","24/08/2017"
"Suits: Season 2: Blood in the Water","24/08/2017"
"Suits: Season 2: Blind-Sided","24/08/2017"
"Suits: Season 2: High Noon","24/08/2017"
"Marvel's The Defenders: Limited Series: The H Word","23/08/2017"
"Suits: Season 2: Asterisk","23/08/2017"
"Suits: Season 2: Rewind","23/08/2017"
"Suits: Season 2: Sucker Punch","22/08/2017"
"Naked","21/08/2017"
"Suits: Season 2: All In","19/08/2017"
"Suits: Season 2: Break Point","19/08/2017"
"Suits: Season 2: Discovery","19/08/2017"
"Suits: Season 2: Meet the New Boss","18/08/2017"
"Suits: Season 2: The Choice","18/08/2017"
"Suits: Season 2: She Knows","17/08/2017"
"Suits: Season 1: Dog Fight","17/08/2017"
"Suits: Season 1: Rules of the Game","17/08/2017"
"Suits: Season 1: The Shelf Life","17/08/2017"
"Suits: Season 1: Undefeated","17/08/2017"
"Suits: Season 1: Identity Crisis","17/08/2017"
"Suits: Season 1: Play the Man","17/08/2017"
"Suits: Season 1: Tricks of the Trade","17/08/2017"
"Suits: Season 1: Bail Out","16/08/2017"
"Suits: Season 1: Dirty Little Secrets","16/08/2017"
"Suits: Season 1: Inside Track","16/08/2017"
"Divergent","15/08/2017"
"Max Steel","15/08/2017"
"Mock the Week: Season 12: Episode 4","24/07/2017"
"Brooklyn Nine-Nine: Season 3: The Swedes","09/07/2017"
"Resident Evil: Retribution","03/07/2017"
"House of Cards: Season 1: Chapter 1","04/06/2017"
"Halo: The Fall of Reach","04/06/2017"
"Resident Evil","03/06/2017"
"Furious 7","03/06/2017"
"Marvel's Daredevil: Season 1: World on Fire","03/06/2017"
"Marvel's Daredevil: Season 1: In the Blood","03/06/2017"
"Marvel's Daredevil: Season 1: Rabbit in a Snowstorm","03/06/2017"
"Marvel's Daredevil: Season 1: Cut Man","03/06/2017"
"Marvel's Daredevil: Season 1: Into the Ring","03/06/2017"
"Employee of the Month","02/06/2017"
"12 Monkeys: Season 2: Memory of Tomorrow","01/06/2017"
"12 Monkeys: Season 2: Blood Washed Away","01/06/2017"
"12 Monkeys: Season 2: Resurrection","31/05/2017"
"3%: Season 1: Chapter 08: Button","31/05/2017"
"3%: Season 1: Chapter 07: Capsule","31/05/2017"
"3%: Season 1: Chapter 06: Glass","31/05/2017"
"3%: Season 1: Chapter 05: Water","30/05/2017"
"3%: Season 1: Chapter 04: Gateway","30/05/2017"
"3%: Season 1: Chapter 03: Corridor","30/05/2017"
"3%: Season 1: Chapter 02: Coins","30/05/2017"
"3%: Season 1: Chapter 01: Cubes","27/05/2017"
"12 Monkeys: Season 2: Fatherland","20/05/2017"
"12 Monkeys: Season 2: Hyena","20/05/2017"
"12 Monkeys: Season 2: Lullaby","20/05/2017"
"12 Monkeys: Season 2: Meltdown","14/05/2017"
"12 Monkeys: Season 2: Immortal","13/05/2017"
"12 Monkeys: Season 2: Bodies of Water","13/05/2017"
"12 Monkeys: Season 2: Emergence","13/05/2017"
