,Title,Date,Year,Month,Day,Day_of_week,Show_name,Season,Episode_name,Show_type
1431,Cowboy Bebop: Season 1: Wild Horses,2018-04-29,2018,April,29,Sunday,Cowboy Bebop, Season 1, Wild Horses,TV Show
1432,Cowboy Bebop: Season 1: Speak Like a Child,2018-04-29,2018,April,29,Sunday,Cowboy Bebop, Season 1, Speak Like a Child,TV Show
1433,Cowboy Bebop: Season 1: Mushroom Samba,2018-04-29,2018,April,29,Sunday,Cowboy Bebop, Season 1, Mushroom Samba,TV Show
1434,Fargo: Season 1: The Crocodile's Dilemma,2018-04-29,2018,April,29,Sunday,Fargo, Season 1, The Crocodile's Dilemma,TV Show
1435,Narcos: Season 1: Descenso,2018-04-29,2018,April,29,Sunday,Narcos, Season 1, Descenso,TV Show
1436,Scream: Season 1: Wanna Play a Game?,2018-04-29,2018,April,29,Sunday,Scream, Season 1, Wanna Play a Game?,TV Show
1437,"Scream: Season 1: Hello, Emma",2018-04-29,2018,April,29,Sunday,Scream, Season 1," Hello, Emma",TV Show
1438,Scream: Season 1: Pilot,2018-04-28,2018,April,28,Saturday,Scream, Season 1, Pilot,TV Show
1439,Cowboy Bebop: Season 1: Black Dog Serenade,2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Black Dog Serenade,TV Show
1440,Cowboy Bebop: Season 1: My Funny Valentine,2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, My Funny Valentine,TV Show
1441,Cowboy Bebop: Season 1: Bohemian Rhapsody,2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Bohemian Rhapsody,TV Show
1442,Cowboy Bebop: Season 1: Jupiter Jazz (Part 2),2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Jupiter Jazz (Part 2),TV Show
1443,Cowboy Bebop: Season 1: Jupiter Jazz (Part 1),2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Jupiter Jazz (Part 1),TV Show
1444,Cowboy Bebop: Season 1: Toys in the Attic,2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Toys in the Attic,TV Show
1445,Cowboy Bebop: Season 1: Ganymede Elegy,2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Ganymede Elegy,TV Show
1446,Cowboy Bebop: Season 1: Jamming With Edward,2018-04-28,2018,April,28,Saturday,Cowboy Bebop, Season 1, Jamming With Edward,TV Show
1447,Fullmetal Alchemist: Brotherhood: Part 1: Fullmetal Alchemist,2018-04-27,2018,April,27,Friday,Fullmetal Alchemist, Brotherhood, Part 1: Fullmetal Alchemist,TV Show
1448,Riverdale: Season 2: Chapter Thirty-Two: Prisoners,2018-04-27,2018,April,27,Friday,Riverdale, Season 2, Chapter Thirty-Two: Prisoners,TV Show
1449,Cowboy Bebop: Season 1: Waltz For Venus,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Waltz For Venus,TV Show
1450,Cowboy Bebop: Season 1: Heavy Metal Queen,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Heavy Metal Queen,TV Show
1451,Cowboy Bebop: Season 1: Sympathy For The Devil,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Sympathy For The Devil,TV Show
1452,Cowboy Bebop: Season 1: Ballad of Fallen Angels,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Ballad of Fallen Angels,TV Show
1453,Cowboy Bebop: Season 1: Gateway Shuffle,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Gateway Shuffle,TV Show
1454,Cowboy Bebop: Season 1: Honky Tonk Women,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Honky Tonk Women,TV Show
1455,Cowboy Bebop: Season 1: Stray Dog Strut,2018-04-26,2018,April,26,Thursday,Cowboy Bebop, Season 1, Stray Dog Strut,TV Show
1456,Cowboy Bebop: Season 1: Asteroid Blues,2018-04-25,2018,April,25,Wednesday,Cowboy Bebop, Season 1, Asteroid Blues,TV Show
1457,Kill la Kill: Season 1: If Only I Had Thorns Like a Thistle…,2018-04-25,2018,April,25,Wednesday,Kill la Kill, Season 1, If Only I Had Thorns Like a Thistle…,TV Show
1458,Fullmetal Alchemist: Season 1: Laws and Promises,2018-04-22,2018,April,22,Sunday,Fullmetal Alchemist, Season 1, Laws and Promises,TV Show
1459,Fullmetal Alchemist: Season 1: Death,2018-04-22,2018,April,22,Sunday,Fullmetal Alchemist, Season 1, Death,TV Show
1460,Fullmetal Alchemist: Season 1: The Other Side of the Gate,2018-04-22,2018,April,22,Sunday,Fullmetal Alchemist, Season 1, The Other Side of the Gate,TV Show
1461,The Disastrous Life of Saiki K.: Season 1: Episode 1,2018-04-20,2018,April,20,Friday,The Disastrous Life of Saiki K., Season 1, Episode 1,TV Show
1462,Step Brothers,2018-04-20,2018,April,20,Friday,Step Brothers,,,Movie
1463,Land of the Lost,2018-04-20,2018,April,20,Friday,Land of the Lost,,,Movie
1464,Fullmetal Alchemist: Season 1: Goodbye,2018-04-20,2018,April,20,Friday,Fullmetal Alchemist, Season 1, Goodbye,TV Show
1465,Fullmetal Alchemist: Season 1: Sealing the Homunculus,2018-04-20,2018,April,20,Friday,Fullmetal Alchemist, Season 1, Sealing the Homunculus,TV Show
1466,Fullmetal Alchemist: Season 1: Human Transmutation,2018-04-20,2018,April,20,Friday,Fullmetal Alchemist, Season 1, Human Transmutation,TV Show
1467,Fullmetal Alchemist: Season 1: A Rotted Heart,2018-04-20,2018,April,20,Friday,Fullmetal Alchemist, Season 1, A Rotted Heart,TV Show
1468,Fullmetal Alchemist: Season 1: Hohenheim of Light,2018-04-20,2018,April,20,Friday,Fullmetal Alchemist, Season 1, Hohenheim of Light,TV Show
1469,Fullmetal Alchemist: Season 1: The Stray Dog,2018-04-19,2018,April,19,Thursday,Fullmetal Alchemist, Season 1, The Stray Dog,TV Show
1470,Fullmetal Alchemist: Season 1: His Name is Unknown,2018-04-19,2018,April,19,Thursday,Fullmetal Alchemist, Season 1, His Name is Unknown,TV Show
1471,Fullmetal Alchemist: Season 1: Holy Mother,2018-04-19,2018,April,19,Thursday,Fullmetal Alchemist, Season 1, Holy Mother,TV Show
1472,Fullmetal Alchemist: Season 1: The Scar,2018-04-19,2018,April,19,Thursday,Fullmetal Alchemist, Season 1, The Scar,TV Show
1473,Riverdale: Season 2: Chapter Thirty-One: A Night to Remember,2018-04-19,2018,April,19,Thursday,Riverdale, Season 2, Chapter Thirty-One: A Night to Remember,TV Show
1474,Fullmetal Alchemist: Season 1: Secret of Ishbal,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, Secret of Ishbal,TV Show
1475,Fullmetal Alchemist: Season 1: With the River's Flow,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, With the River's Flow,TV Show
1476,"Fullmetal Alchemist: Season 1: The Flame Alchemist, The Bachelor Lieutenant, and the Mystery of Warehouse 13",2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1," The Flame Alchemist, The Bachelor Lieutenant, and the Mystery of Warehouse 13",TV Show
1477,Fullmetal Alchemist: Season 1: The Sinner Within,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, The Sinner Within,TV Show
1478,Fullmetal Alchemist: Season 1: Reunion of the Fallen,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, Reunion of the Fallen,TV Show
1479,Fullmetal Alchemist: Season 1: Theory of Avarice,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, Theory of Avarice,TV Show
1480,"Fullmetal Alchemist: Season 1: Al, Captured",2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1," Al, Captured",TV Show
1481,Fullmetal Alchemist: Season 1: Dante of the Deep Forest,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, Dante of the Deep Forest,TV Show
1482,Fullmetal Alchemist: Season 1: Sin,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, Sin,TV Show
1483,Fullmetal Alchemist: Season 1: Assault on South Headquarters,2018-04-18,2018,April,18,Wednesday,Fullmetal Alchemist, Season 1, Assault on South Headquarters,TV Show
1484,Fullmetal Alchemist: Season 1: The Untainted Child,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, The Untainted Child,TV Show
1485,"Fullmetal Alchemist: Season 1: All Is One, One Is All",2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1," All Is One, One Is All",TV Show
1486,Fullmetal Alchemist: Season 1: Teacher,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, Teacher,TV Show
1487,Fullmetal Alchemist: Season 1: Her Reason,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, Her Reason,TV Show
1488,Fullmetal Alchemist: Season 1: Words of Farewell,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, Words of Farewell,TV Show
1489,Fullmetal Alchemist: Season 1: Bonding Memories,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, Bonding Memories,TV Show
1490,Fullmetal Alchemist: Season 1: Fullmetal Heart,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, Fullmetal Heart,TV Show
1491,Fullmetal Alchemist: Season 1: Created Human,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, Created Human,TV Show
1492,Fullmetal Alchemist: Season 1: The Red Glow,2018-04-17,2018,April,17,Tuesday,Fullmetal Alchemist, Season 1, The Red Glow,TV Show
1493,Fullmetal Alchemist: Season 1: Soul of the Guardian,2018-04-16,2018,April,16,Monday,Fullmetal Alchemist, Season 1, Soul of the Guardian,TV Show
1494,Fullmetal Alchemist: Season 1: The Truth Behind Truths,2018-04-16,2018,April,16,Monday,Fullmetal Alchemist, Season 1, The Truth Behind Truths,TV Show
1495,Fullmetal Alchemist: Season 1: Marcoh's Notes,2018-04-16,2018,April,16,Monday,Fullmetal Alchemist, Season 1, Marcoh's Notes,TV Show
1496,Fullmetal Alchemist: Season 1: House of the Waiting Family,2018-04-16,2018,April,16,Monday,Fullmetal Alchemist, Season 1, House of the Waiting Family,TV Show
1497,Fullmetal Alchemist: Season 1: That Which Is Lost,2018-04-15,2018,April,15,Sunday,Fullmetal Alchemist, Season 1, That Which Is Lost,TV Show
1498,Fullmetal Alchemist: Season 1: The Ishbal Massacre,2018-04-15,2018,April,15,Sunday,Fullmetal Alchemist, Season 1, The Ishbal Massacre,TV Show
1499,Fullmetal Alchemist: Season 1: Destruction's Right Hand,2018-04-15,2018,April,15,Sunday,Fullmetal Alchemist, Season 1, Destruction's Right Hand,TV Show
1500,Fullmetal Alchemist: Season 1: Fullmetal vs. Flame,2018-04-15,2018,April,15,Sunday,Fullmetal Alchemist, Season 1, Fullmetal vs. Flame,TV Show
1501,Fullmetal Alchemist: Season 1: The Other Brothers Elric: Part 2,2018-04-15,2018,April,15,Sunday,Fullmetal Alchemist, Season 1, The Other Brothers Elric: Part 2,TV Show
1502,"Game Over, Man!",2018-04-15,2018,April,15,Sunday,"Game Over, Man!",,,Movie
1503,Fullmetal Alchemist: Season 1: The Other Brothers Elric: Part 1,2018-04-14,2018,April,14,Saturday,Fullmetal Alchemist, Season 1, The Other Brothers Elric: Part 1,TV Show
1504,Fullmetal Alchemist: Season 1: The Phantom Thief,2018-04-14,2018,April,14,Saturday,Fullmetal Alchemist, Season 1, The Phantom Thief,TV Show
1505,Fullmetal Alchemist: Season 1: Be Thou for the People,2018-04-14,2018,April,14,Saturday,Fullmetal Alchemist, Season 1, Be Thou for the People,TV Show
1506,Fullmetal Alchemist: Season 1: The Philosopher's Stone,2018-04-14,2018,April,14,Saturday,Fullmetal Alchemist, Season 1, The Philosopher's Stone,TV Show
1507,Fullmetal Alchemist: Season 1: Night of the Chimera's Cry,2018-04-13,2018,April,13,Friday,Fullmetal Alchemist, Season 1, Night of the Chimera's Cry,TV Show
1508,Fullmetal Alchemist: Season 1: The Alchemy Exam,2018-12-04,2018,December,4,Tuesday,Fullmetal Alchemist, Season 1, The Alchemy Exam,TV Show
1509,Fullmetal Alchemist: Season 1: The Man with the Mechanical Arm,2018-12-04,2018,December,4,Tuesday,Fullmetal Alchemist, Season 1, The Man with the Mechanical Arm,TV Show
1510,Fullmetal Alchemist: Season 1: A Forger's Love,2018-12-04,2018,December,4,Tuesday,Fullmetal Alchemist, Season 1, A Forger's Love,TV Show
1511,Fullmetal Alchemist: Season 1: Mother,2018-12-04,2018,December,4,Tuesday,Fullmetal Alchemist, Season 1, Mother,TV Show
1512,Fullmetal Alchemist: Season 1: Body of the Sanctioned,2018-11-04,2018,November,4,Sunday,Fullmetal Alchemist, Season 1, Body of the Sanctioned,TV Show
1513,Fullmetal Alchemist: Season 1: Those Who Challenge the Sun,2018-11-04,2018,November,4,Sunday,Fullmetal Alchemist, Season 1, Those Who Challenge the Sun,TV Show
1514,A.I.C.O.: Season 1: Reincarnation,2018-10-04,2018,October,4,Thursday,A.I.C.O., Season 1, Reincarnation,TV Show
1515,A.I.C.O.: Season 1: Devotion,2018-10-04,2018,October,4,Thursday,A.I.C.O., Season 1, Devotion,TV Show
1516,A.I.C.O.: Season 1: Volition,2018-10-04,2018,October,4,Thursday,A.I.C.O., Season 1, Volition,TV Show
1517,A.I.C.O.: Season 1: Truth,2018-10-04,2018,October,4,Thursday,A.I.C.O., Season 1, Truth,TV Show
1518,A.I.C.O.: Season 1: Way,2018-10-04,2018,October,4,Thursday,A.I.C.O., Season 1, Way,TV Show
1519,A.I.C.O.: Season 1: Breakthrough,2018-09-04,2018,September,4,Tuesday,A.I.C.O., Season 1, Breakthrough,TV Show
1520,A.I.C.O.: Season 1: Awakening,2018-09-04,2018,September,4,Tuesday,A.I.C.O., Season 1, Awakening,TV Show
1521,A.I.C.O.: Season 1: Memory,2018-09-04,2018,September,4,Tuesday,A.I.C.O., Season 1, Memory,TV Show
1522,A.I.C.O.: Season 1: Encounter,2018-08-04,2018,August,4,Saturday,A.I.C.O., Season 1, Encounter,TV Show
1523,A.I.C.O.: Season 1: Decision,2018-08-04,2018,August,4,Saturday,A.I.C.O., Season 1, Decision,TV Show
1524,A.I.C.O.: Season 1: Target,2018-08-04,2018,August,4,Saturday,A.I.C.O., Season 1, Target,TV Show
1525,A.I.C.O.: Season 1: Contact,2018-08-04,2018,August,4,Saturday,A.I.C.O., Season 1, Contact,TV Show
1526,Orbiter 9,2018-08-04,2018,August,4,Saturday,Orbiter 9,,,Movie
1527,Valerian and the City of a Thousand Planets,2018-05-04,2018,May,4,Friday,Valerian and the City of a Thousand Planets,,,Movie
1528,B: The Beginning: Season 1: Episode 12,2018-04-04,2018,April,4,Wednesday,B, The Beginning, Season 1: Episode 12,TV Show
1529,B: The Beginning: Season 1: Episode 11,2018-04-04,2018,April,4,Wednesday,B, The Beginning, Season 1: Episode 11,TV Show
1530,B: The Beginning: Season 1: Episode 10,2018-04-04,2018,April,4,Wednesday,B, The Beginning, Season 1: Episode 10,TV Show
1531,B: The Beginning: Season 1: Episode 9,2018-04-04,2018,April,4,Wednesday,B, The Beginning, Season 1: Episode 9,TV Show
1532,B: The Beginning: Season 1: Episode 8,2018-04-04,2018,April,4,Wednesday,B, The Beginning, Season 1: Episode 8,TV Show
1533,B: The Beginning: Season 1: Episode 7,2018-03-04,2018,March,4,Sunday,B, The Beginning, Season 1: Episode 7,TV Show
1534,B: The Beginning: Season 1: Episode 6,2018-03-04,2018,March,4,Sunday,B, The Beginning, Season 1: Episode 6,TV Show
1535,B: The Beginning: Season 1: Episode 5,2018-03-04,2018,March,4,Sunday,B, The Beginning, Season 1: Episode 5,TV Show
1536,B: The Beginning: Season 1: Episode 4,2018-03-04,2018,March,4,Sunday,B, The Beginning, Season 1: Episode 4,TV Show
1537,Spring Breakers,2018-01-04,2018,January,4,Thursday,Spring Breakers,,,Movie
1538, : Episode 1,2018-01-04,2018,January,4,Thursday, , Episode 1,,TV Show
1539,Neo Yokio: Season 1: I'm Starting to Think Neo Yokio's Not the Greatest City in the World,2018-03-30,2018,March,30,Friday,Neo Yokio, Season 1, I'm Starting to Think Neo Yokio's Not the Greatest City in the World,TV Show
1540,"Neo Yokio: Season 1: The Russians? Exactly, the Soviets.",2018-03-30,2018,March,30,Friday,Neo Yokio, Season 1," The Russians? Exactly, the Soviets.",TV Show
1541,Neo Yokio: Season 1: Hamptons Water Magic,2018-03-30,2018,March,30,Friday,Neo Yokio, Season 1, Hamptons Water Magic,TV Show
1542,Austin Powers in Goldmember,2018-03-29,2018,March,29,Thursday,Austin Powers in Goldmember,,,Movie
1543,B: The Beginning: Season 1: Episode 3,2018-03-29,2018,March,29,Thursday,B, The Beginning, Season 1: Episode 3,TV Show
1544,B: The Beginning: Season 1: Episode 2,2018-03-29,2018,March,29,Thursday,B, The Beginning, Season 1: Episode 2,TV Show
1545,Riverdale: Season 2: Chapter Thirty: The Noose Tightens,2018-03-29,2018,March,29,Thursday,Riverdale, Season 2, Chapter Thirty: The Noose Tightens,TV Show
1546,Riverdale: Season 1: Chapter One: The River's Edge,2018-03-29,2018,March,29,Thursday,Riverdale, Season 1, Chapter One: The River's Edge,TV Show
1547,Annihilation,2018-03-28,2018,March,28,Wednesday,Annihilation,,,Movie
1548,The Belko Experiment,2018-03-27,2018,March,27,Tuesday,The Belko Experiment,,,Movie
1549,Pac-Man and the Ghostly Adventures: Season 1: The Adventure Begins: Part 2,2018-03-26,2018,March,26,Monday,Pac-Man and the Ghostly Adventures, Season 1, The Adventure Begins: Part 2,TV Show
1550,Pac-Man and the Ghostly Adventures: Season 1: The Adventure Begins: Part 1,2018-03-26,2018,March,26,Monday,Pac-Man and the Ghostly Adventures, Season 1, The Adventure Begins: Part 1,TV Show
1551, ,2018-03-26,2018,March,26,Monday, ,,,Movie
1552,Horrible Histories: Season 1: Episode 1,2018-03-25,2018,March,25,Sunday,Horrible Histories, Season 1, Episode 1,TV Show
1553,Spy Kids 2: The Island of Lost Dreams,2018-03-25,2018,March,25,Sunday,Spy Kids 2, The Island of Lost Dreams,,TV Show
1554,Riverdale: Season 2: Chapter Twenty-Nine: Primary Colors,2018-03-24,2018,March,24,Saturday,Riverdale, Season 2, Chapter Twenty-Nine: Primary Colors,TV Show
1555,"Neo Yokio: Season 1: O, the Helenists...",2018-03-24,2018,March,24,Saturday,Neo Yokio, Season 1," O, the Helenists...",TV Show
1556,Neo Yokio: Season 1: A Pop Star of Infinite Elegance,2018-03-23,2018,March,23,Friday,Neo Yokio, Season 1, A Pop Star of Infinite Elegance,TV Show
1557,Neo Yokio: Season 1: The Sea Beneath 14th St.,2018-03-18,2018,March,18,Sunday,Neo Yokio, Season 1, The Sea Beneath 14th St.,TV Show
1558,The Adventures of Sharkboy and Lavagirl,2018-03-18,2018,March,18,Sunday,The Adventures of Sharkboy and Lavagirl,,,Movie
1559,The Fresh Prince of Bel-Air: Season 1: Talking Turkey,2018-03-17,2018,March,17,Saturday,The Fresh Prince of Bel-Air, Season 1, Talking Turkey,TV Show
1560,Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood,2018-03-16,2018,March,16,Friday,Riverdale, Season 2, Chapter Twenty-Eight: There Will Be Blood,TV Show
1561,Pretty Little Liars: Season 2: Save the Date,2018-10-03,2018,October,3,Wednesday,Pretty Little Liars, Season 2, Save the Date,TV Show
1562,Riverdale: Season 2: Chapter Twenty-Seven: The Hills Have Eyes,2018-10-03,2018,October,3,Wednesday,Riverdale, Season 2, Chapter Twenty-Seven: The Hills Have Eyes,TV Show
1563,Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart,2018-09-03,2018,September,3,Monday,Riverdale, Season 2, Chapter Twenty-Six: The Tell-Tale Heart,TV Show
1564,B: The Beginning: Season 1: Episode 1,2018-04-03,2018,April,3,Tuesday,B, The Beginning, Season 1: Episode 1,TV Show
1565,Kakegurui: Episode 12,2018-04-03,2018,April,3,Tuesday,Kakegurui, Episode 12,,TV Show
1566,Kakegurui: Episode 11,2018-04-03,2018,April,3,Tuesday,Kakegurui, Episode 11,,TV Show
1567,Kakegurui: Episode 10,2018-03-03,2018,March,3,Saturday,Kakegurui, Episode 10,,TV Show
1568,Kakegurui: Episode 9,2018-03-03,2018,March,3,Saturday,Kakegurui, Episode 9,,TV Show
1569,Kakegurui: Episode 8,2018-03-03,2018,March,3,Saturday,Kakegurui, Episode 8,,TV Show
1570,Kakegurui: Episode 7,2018-03-03,2018,March,3,Saturday,Kakegurui, Episode 7,,TV Show
1571,Kakegurui: Episode 6,2018-03-03,2018,March,3,Saturday,Kakegurui, Episode 6,,TV Show
1572,The Crown: Season 2: Paterfamilias,2018-02-28,2018,February,28,Wednesday,The Crown, Season 2, Paterfamilias,TV Show
1573,Kakegurui: Episode 5,2018-02-28,2018,February,28,Wednesday,Kakegurui, Episode 5,,TV Show
1574,The Crown: Season 2: Dear Mrs. Kennedy,2018-02-28,2018,February,28,Wednesday,The Crown, Season 2, Dear Mrs. Kennedy,TV Show
1575,Kakegurui: Episode 4,2018-02-28,2018,February,28,Wednesday,Kakegurui, Episode 4,,TV Show
1576,Kakegurui: Episode 3,2018-02-28,2018,February,28,Wednesday,Kakegurui, Episode 3,,TV Show
1577,Kakegurui: Episode 2,2018-02-28,2018,February,28,Wednesday,Kakegurui, Episode 2,,TV Show
1578,Kakegurui: Episode 1,2018-02-28,2018,February,28,Wednesday,Kakegurui, Episode 1,,TV Show
1579,Tokyo Ghoul: Tokyo Ghoul √A: Ken,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Ken,TV Show
1580,Tokyo Ghoul: Tokyo Ghoul √A: Deluge of Flowers,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Deluge of Flowers,TV Show
1581,Tokyo Ghoul: Tokyo Ghoul √A: Last Rain,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Last Rain,TV Show
1582,Tokyo Ghoul: Tokyo Ghoul √A: City in Waiting,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, City in Waiting,TV Show
1583,Tokyo Ghoul: Tokyo Ghoul √A: Old Nines,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Old Nines,TV Show
1584,Tokyo Ghoul: Tokyo Ghoul √A: Permeation,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Permeation,TV Show
1585,Tokyo Ghoul: Tokyo Ghoul √A: Thousand Paths,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Thousand Paths,TV Show
1586,Tokyo Ghoul: Tokyo Ghoul √A: Rift,2018-02-24,2018,February,24,Saturday,Tokyo Ghoul, Tokyo Ghoul √A, Rift,TV Show
1587,Tokyo Ghoul: Tokyo Ghoul √A: Deeper Layers,2018-02-23,2018,February,23,Friday,Tokyo Ghoul, Tokyo Ghoul √A, Deeper Layers,TV Show
1588,Tokyo Ghoul: Tokyo Ghoul √A: Hangman,2018-02-23,2018,February,23,Friday,Tokyo Ghoul, Tokyo Ghoul √A, Hangman,TV Show
1589,Tokyo Ghoul: Tokyo Ghoul √A: Dancing Flowers,2018-02-21,2018,February,21,Wednesday,Tokyo Ghoul, Tokyo Ghoul √A, Dancing Flowers,TV Show
1590,Tokyo Ghoul: Tokyo Ghoul √A: New Surge,2018-02-19,2018,February,19,Monday,Tokyo Ghoul, Tokyo Ghoul √A, New Surge,TV Show
1591,Seraph of the End: Season 2: Seraph of the End,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Seraph of the End,TV Show
1592,Seraph of the End: Season 2: Arrogant Love,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Arrogant Love,TV Show
1593,Seraph of the End: Season 2: Yu and Mika,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Yu and Mika,TV Show
1594,Seraph of the End: Season 2: Traitorous Allies,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Traitorous Allies,TV Show
1595,Seraph of the End: Season 2: Demon's Lullaby,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Demon's Lullaby,TV Show
1596,Seraph of the End: Season 2: Shinya and Guren,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Shinya and Guren,TV Show
1597,Seraph of the End: Season 2: Sword of Justice,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Sword of Justice,TV Show
1598,Seraph of the End: Season 2: Livestock Revolt,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Livestock Revolt,TV Show
1599,Seraph of the End: Season 2: The Moon Demon's Orders,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, The Moon Demon's Orders,TV Show
1600,Seraph of the End: Season 2: Ambition in the Demon Army,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Ambition in the Demon Army,TV Show
1601,Seraph of the End: Season 2: Complicated Connections,2018-02-18,2018,February,18,Sunday,Seraph of the End, Season 2, Complicated Connections,TV Show
1602,Altered Carbon: Season 1: The Killers,2018-02-18,2018,February,18,Sunday,Altered Carbon, Season 1, The Killers,TV Show
1603,Altered Carbon: Season 1: Rage in Heaven,2018-02-18,2018,February,18,Sunday,Altered Carbon, Season 1, Rage in Heaven,TV Show
1604,Altered Carbon: Season 1: Clash by Night,2018-02-18,2018,February,18,Sunday,Altered Carbon, Season 1, Clash by Night,TV Show
1605,Altered Carbon: Season 1: Nora Inu,2018-02-17,2018,February,17,Saturday,Altered Carbon, Season 1, Nora Inu,TV Show
1606,Seraph of the End: Season 2: Human World,2018-02-17,2018,February,17,Saturday,Seraph of the End, Season 2, Human World,TV Show
1607,Seraph of the End: Season 1: Everyone's a Sinner,2018-02-17,2018,February,17,Saturday,Seraph of the End, Season 1, Everyone's a Sinner,TV Show
1608,Seraph of the End: Season 1: Reunion of Childhood Friends,2018-02-16,2018,February,16,Friday,Seraph of the End, Season 1, Reunion of Childhood Friends,TV Show
1609,Seraph of the End: Season 1: Results of the Choice,2018-02-16,2018,February,16,Friday,Seraph of the End, Season 1, Results of the Choice,TV Show
1610,Seraph of the End: Season 1: Vampire Attack,2018-02-16,2018,February,16,Friday,Seraph of the End, Season 1, Vampire Attack,TV Show
1611,Seraph of the End: Season 1: First Extermination,2018-02-16,2018,February,16,Friday,Seraph of the End, Season 1, First Extermination,TV Show
1612,Seraph of the End: Season 1: Mitsuba's Squad,2018-02-15,2018,February,15,Thursday,Seraph of the End, Season 1, Mitsuba's Squad,TV Show
1613,Seraph of the End: Season 1: New Family,2018-02-14,2018,February,14,Wednesday,Seraph of the End, Season 1, New Family,TV Show
1614,Seraph of the End: Season 1: Black Demon's Contract,2018-02-14,2018,February,14,Wednesday,Seraph of the End, Season 1, Black Demon's Contract,TV Show
1615,Seraph of the End: Season 1: Vampire Mikaela,2018-02-14,2018,February,14,Wednesday,Seraph of the End, Season 1, Vampire Mikaela,TV Show
1616,Seraph of the End: Season 1: The Demon in Your Heart,2018-02-14,2018,February,14,Wednesday,Seraph of the End, Season 1, The Demon in Your Heart,TV Show
1617,Seraph of the End: Season 1: Humanity After the Fall,2018-02-14,2018,February,14,Wednesday,Seraph of the End, Season 1, Humanity After the Fall,TV Show
1618,Mars: Season 1: Darkest Days,2018-02-14,2018,February,14,Wednesday,Mars, Season 1, Darkest Days,TV Show
1619,Mars: Season 1: Power,2018-02-13,2018,February,13,Tuesday,Mars, Season 1, Power,TV Show
1620,Seraph of the End: Season 1: The World of Blood Legacy,2018-02-13,2018,February,13,Tuesday,Seraph of the End, Season 1, The World of Blood Legacy,TV Show
